0	290	3003	3293
1	439	3904	4343
2	956	4649	5605
3	1845	4411	6256
4	1536	2438	3974
5	2723	3121	5844
6	2039	2056	4095
7	1621	1450	3071
8	2098	1781	3879
9	2511	2360	4871
10	2066	1902	3968
11	2551	2036	4587
12	3018	1978	4996
13	2283	1465	3748
14	2459	1399	3858
15	3348	2064	5412
16	2222	1272	3494
17	2357	1301	3658
18	2688	1438	4126
19	2710	1407	4117
20	2023	1154	3177
